"La Paz County, Arizona","2.31 (1.94, 2.65)","19.33 (17.24, 22.93)","14.50 (13.54, 15.50)"
"Maricopa County, Arizona","2.91 (2.50, 3.18)","24.38 (22.99, 28.52)","19.40 (18.66, 20.13)"
"Mohave County, Arizona","2.87 (2.41, 3.25)","29.69 (27.07, 34.94)","26.84 (25.38, 28.37)"
"Navajo County, Arizona","3.16 (2.63, 3.65)","23.20 (20.65, 27.20)","21.95 (20.39, 23.62)"
"Pima County, Arizona","2.96 (2.50, 3.27)","22.80 (21.20, 26.72)","19.06 (18.23, 19.97)"
"Pinal County, Arizona","2.75 (2.31, 3.15)","22.95 (21.02, 26.85)","18.00 (16.93, 19.10)"
"Santa Cruz County, Arizona","3.06 (2.40, 3.74)","19.65 (16.82, 23.40)","15.49 (13.86, 17.07)"
"Yavapai County, Arizona","2.94 (2.46, 3.35)","27.11 (24.57, 31.01)","21.37 (20.15, 22.66)"
"Yuma County, Arizona","2.31 (1.94, 2.65)","19.33 (17.24, 22.93)","14.50 (13.54, 15.50)"
"Arkansas County, Arkansas","3.25 (2.74, 3.80)","31.45 (27.41, 37.01)","31.52 (28.79, 34.29)"
"Ashley County, Arkansas","3.48 (2.82, 4.10)","35.41 (31.06, 41.92)","29.87 (27.28, 32.51)"
"Baxter County, Arkansas","3.06 (2.52, 3.57)","27.26 (23.96, 31.65)","24.24 (22.28, 26.21)"
"Benton County, Arkansas","2.68 (2.23, 3.11)","23.28 (21.10, 27.20)","21.47 (20.14, 22.91)"
"Boone County, Arkansas","2.90 (2.37, 3.46)","28.14 (24.46, 32.99)","25.56 (23.35, 27.80)"
"Bradley County, Arkansas","3.17 (2.56, 3.81)","29.01 (24.85, 35.12)","26.10 (23.57, 28.80)"
"Calhoun County, Arkansas","2.99 (2.38, 3.65)","28.89 (24.11, 35.43)","25.43 (22.58, 28.71)"
"Carroll County, Arkansas","3.08 (2.54, 3.62)","27.76 (24.07, 32.76)","23.87 (21.85, 26.03)"
"Chicot County, Arkansas","4.12 (3.41, 4.80)","36.37 (31.85, 42.90)","36.07 (32.89, 39.29)"
"Clark County, Arkansas","2.69 (2.19, 3.18)","26.94 (23.40, 32.13)","23.34 (21.23, 25.65)"
"Clay County, Arkansas","2.70 (2.15, 3.18)","23.71 (20.69, 28.10)","34.73 (31.83, 37.85)"
"Cleburne County, Arkansas","2.15 (1.76, 2.54)","23.33 (20.38, 27.71)","20.66 (18.86, 22.49)"
"Cleveland County, Arkansas","2.65 (2.17, 3.14)","26.44 (22.56, 31.36)","23.90 (21.59, 26.40)"
"Columbia County, Arkansas","3.93 (3.22, 4.62)","36.39 (31.97, 42.79)","29.94 (27.26, 32.47)"
"Conway County, Arkansas","2.70 (2.21, 3.25)","25.19 (21.78, 29.48)","23.21 (20.98, 25.67)"
"Craighead County, Arkansas","2.88 (2.38, 3.38)","27.07 (24.31, 32.03)","29.56 (27.53, 31.69)"
"Crawford County, Arkansas","2.82 (2.31, 3.29)","28.00 (24.76, 32.65)","25.81 (23.86, 27.79)"
"Crittenden County, Arkansas","4.13 (3.44, 4.78)","34.88 (31.16, 41.16)","36.19 (33.68, 38.81)"
"Cross County, Arkansas","3.25 (2.65, 3.85)","31.89 (27.67, 38.38)","32.63 (29.31, 35.99)"
"Dallas County, Arkansas","3.27 (2.69, 3.87)","32.26 (27.61, 38.60)","30.11 (27.11, 33.04)"
"Desha County, Arkansas","3.64 (3.02, 4.27)","32.05 (27.71, 38.61)","31.13 (28.34, 33.97)"
"Drew County, Arkansas","3.11 (2.55, 3.70)","30.53 (26.32, 36.73)","27.30 (24.91, 30.11)"
"Faulkner County, Arkansas","2.38 (1.97, 2.76)","22.57 (20.11, 26.61)","22.61 (20.93, 24.26)"
"Franklin County, Arkansas","2.74 (2.22, 3.32)","26.51 (22.82, 31.42)","23.57 (21.36, 25.91)"
"Fulton County, Arkansas","2.78 (2.26, 3.33)","25.26 (21.38, 30.31)","23.40 (21.12, 25.90)"
"Garland County, Arkansas","2.57 (2.14, 2.98)","29.11 (26.24, 34.53)","23.16 (21.56, 24.77)"
"Grant County, Arkansas","2.58 (2.11, 3.06)","28.11 (24.16, 33.35)","24.96 (22.43, 27.60)"
"Greene County, Arkansas","2.55 (2.04, 3.04)","24.08 (21.20, 28.86)","27.63 (25.34, 29.91)"
"Hempstead County, Arkansas","3.13 (2.61, 3.70)","27.67 (24.38, 32.63)","26.88 (24.60, 29.52)"
"Hot Spring County, Arkansas","2.67 (2.18, 3.15)","27.33 (23.82, 32.24)","25.04 (22.89, 27.50)"
"Howard County, Arkansas","3.22 (2.64, 3.81)","31.93 (27.74, 37.50)","26.58 (24.05, 29.16)"
"Independence County, Arkansas","2.55 (2.09, 2.99)","22.58 (19.85, 26.23)","23.52 (21.63, 25.57)"
"Izard County, Arkansas","2.75 (2.24, 3.29)","26.33 (22.45, 31.52)","24.82 (22.33, 27.49)"
"Jackson County, Arkansas","2.79 (2.26, 3.30)","24.97 (22.03, 29.49)","29.29 (26.63, 32.06)"
"Jefferson County, Arkansas","3.54 (2.97, 4.09)","34.18 (30.72, 39.99)","28.70 (26.59, 30.70)"
"Johnson County, Arkansas","2.72 (2.19, 3.23)","27.25 (23.44, 32.59)","22.45 (20.26, 24.61)"
"Lafayette County, Arkansas","3.42 (2.77, 4.04)","27.12 (22.89, 33.00)","30.05 (27.19, 32.97)"
"Lawrence County, Arkansas","2.76 (2.23, 3.31)","24.01 (20.73, 28.69)","25.48 (22.92, 28.06)"
"Lee County, Arkansas","4.12 (3.37, 4.87)","33.43 (28.66, 40.37)","35.80 (32.60, 39.55)"
"Lincoln County, Arkansas","2.98 (2.42, 3.55)","26.45 (22.55, 31.62)","23.02 (20.49, 25.51)"
"Little River County, Arkansas","3.01 (2.49, 3.58)","28.80 (24.98, 34.86)","28.80 (26.19, 31.58)"
"Logan County, Arkansas","2.71 (2.24, 3.16)","28.05 (24.31, 33.60)","27.38 (24.69, 29.79)"
"Lonoke County, Arkansas","2.58 (2.11, 3.03)","25.08 (22.18, 29.57)","25.39 (23.32, 27.53)"
"Madison County, Arkansas","3.18 (2.63, 3.74)","28.04 (24.33, 32.92)","26.15 (23.62, 28.63)"
"Marion County, Arkansas","3.28 (2.65, 3.92)","30.17 (25.90, 36.08)","26.62 (24.24, 29.23)"
"Miller County, Arkansas","3.05 (2.54, 3.52)","26.94 (24.03, 31.92)","27.47 (25.37, 29.66)"
"Mississippi County, Arkansas","3.51 (2.92, 4.05)","32.70 (28.98, 38.65)","35.46 (32.76, 38.15)"
"Monroe County, Arkansas","3.74 (3.02, 4.42)","33.01 (28.43, 38.97)","36.31 (32.71, 40.23)"
"Montgomery County, Arkansas","2.27 (1.88, 2.68)","22.89 (19.63, 27.27)","22.55 (20.34, 24.89)"
"Nevada County, Arkansas","3.18 (2.60, 3.82)","28.43 (24.30, 34.57)","29.28 (26.32, 32.55)"
"Newton County, Arkansas","2.87 (2.28, 3.43)","26.80 (22.54, 32.33)","23.74 (21.17, 26.41)"
"Ouachita County, Arkansas","3.47 (2.88, 4.05)","32.14 (28.21, 38.43)","29.46 (27.16, 31.88)"
"Perry County, Arkansas","2.58 (2.13, 3.06)","26.16 (22.27, 31.76)","23.39 (20.99, 26.06)"
"Phillips County, Arkansas","4.60 (3.83, 5.36)","40.47 (35.83, 47.30)","42.21 (38.93, 45.61)"
"Pike County, Arkansas","2.35 (1.92, 2.81)","24.70 (20.99, 29.47)","24.37 (21.72, 27.09)"
"Poinsett County, Arkansas","2.87 (2.31, 3.41)","27.95 (24.50, 32.87)","31.50 (28.66, 34.81)"
"Polk County, Arkansas","2.64 (2.20, 3.11)","29.62 (25.79, 35.17)","27.66 (25.30, 30.11)"
"Pope County, Arkansas","2.87 (2.37, 3.32)","28.52 (25.10, 33.30)","23.49 (21.48, 25.38)"
"Prairie County, Arkansas","2.84 (2.27, 3.40)","27.21 (23.24, 32.57)","31.42 (28.11, 35.06)"
"Pulaski County, Arkansas","3.04 (2.54, 3.44)","27.91 (25.61, 32.35)","22.92 (21.70, 24.20)"
"Randolph County, Arkansas","2.89 (2.30, 3.46)","25.44 (21.93, 30.46)","28.56 (25.87, 30.96)"
"Saint Francis County, Arkansas","4.09 (3.35, 4.79)","36.98 (32.61, 43.63)","34.30 (31.36, 37.53)"
"Saline County, Arkansas","2.22 (1.79, 2.64)","24.39 (21.63, 28.58)","20.45 (18.88, 22.12)"
"Scott County, Arkansas","2.82 (2.32, 3.33)","27.97 (23.80, 33.26)","26.13 (23.57, 28.91)"
"Searcy County, Arkansas","2.99 (2.42, 3.53)","27.08 (23.03, 32.54)","27.00 (24.11, 29.91)"
"Sebastian County, Arkansas","2.63 (2.17, 3.07)","26.93 (24.16, 31.52)","25.16 (23.56, 26.94)"
"Sevier County, Arkansas","2.76 (2.22, 3.39)","25.64 (21.95, 30.93)","26.85 (23.84, 29.73)"
"Sharp County, Arkansas","2.80 (2.27, 3.37)","26.99 (23.35, 32.24)","23.90 (21.58, 26.33)"
"Stone County, Arkansas","2.71 (2.19, 3.22)","24.88 (21.27, 29.19)","24.31 (21.68, 26.91)"
"Union County, Arkansas","3.74 (3.06, 4.38)","37.71 (33.72, 44.25)","29.66 (27.34, 31.96)"
"Van Buren County, Arkansas","2.51 (2.03, 3.02)","23.56 (20.24, 28.20)","21.33 (19.03, 23.57)"
"Washington County, Arkansas","3.38 (2.78, 3.95)","27.37 (24.73, 32.22)","23.18 (21.67, 24.83)"
"White County, Arkansas","2.54 (2.06, 3.00)","25.12 (22.39, 29.94)","26.39 (24.41, 28.36)"
"Woodruff County, Arkansas","3.05 (2.47, 3.61)","26.17 (22.36, 31.32)","34.91 (31.21, 38.89)"
"Yell County, Arkansas","2.70 (2.25, 3.17)","27.25 (23.77, 32.36)","26.22 (23.88, 28.54)"
"Alameda County, California","3.51 (2.99, 3.84)","23.16 (21.56, 26.85)","18.87 (18.05, 19.69)"
"Alpine County, California","3.62 (2.65, 4.63)","25.00 (18.98, 31.82)","22.64 (19.05, 26.59)"
"Amador County, California","3.59 (2.97, 4.20)","25.10 (21.90, 29.92)","20.10 (18.35, 21.90)"
"Butte County, California","3.55 (3.06, 4.06)","24.94 (22.58, 28.92)","20.22 (18.97, 21.49)"
"Calaveras County, California","2.87 (2.36, 3.34)","22.97 (20.25, 26.62)","19.77 (18.27, 21.30)"
"Colusa County, California","3.26 (2.62, 3.84)","20.00 (17.14, 23.92)","16.43 (14.73, 18.26)"
"Contra Costa County, California","3.63 (3.07, 4.00)","24.67 (22.91, 28.86)","18.74 (17.85, 19.63)"
"Del Norte County, California","4.62 (3.71, 5.54)","27.63 (24.00, 33.20)","26.46 (24.06, 28.87)"
"El Dorado County, California","3.00 (2.47, 3.44)","22.07 (19.96, 25.71)","18.01 (16.84, 19.20)"
"Fresno County, California","3.12 (2.62, 3.48)","23.94 (22.17, 28.17)","18.18 (17.32, 19.14)"
"Glenn County, California","3.68 (3.00, 4.35)","24.98 (21.43, 29.46)","19.82 (18.05, 21.79)"
"Humboldt County, California","4.76 (4.00, 5.52)","29.82 (26.56, 35.02)","23.63 (22.13, 25.27)"
"Imperial County, California","2.90 (2.37, 3.36)","19.95 (17.91, 23.58)","18.23 (16.95, 19.54)"
"Inyo County, California","2.93 (2.42, 3.39)","23.65 (20.54, 27.84)","22.88 (21.04, 24.84)"
"Kern County, California","3.38 (2.85, 3.76)","27.08 (25.20, 31.85)","20.49 (19.52, 21.49)"
"Kings County, California","3.37 (2.79, 3.90)","24.26 (21.50, 28.63)","18.95 (17.67, 20.37)"
"Lake County, California","3.78 (3.12, 4.41)","27.18 (24.21, 31.85)","22.77 (21.04, 24.53)"
"Lassen County, California","3.98 (3.25, 4.73)","24.24 (20.72, 28.33)","20.93 (19.15, 22.98)"
"Los Angeles County, California","3.77 (3.19, 4.06)","24.58 (23.25, 28.80)","18.23 (17.63, 18.87)"
"Madera County, California","3.34 (2.78, 3.87)","19.60 (17.43, 23.21)","17.72 (16.48, 19.03)"
"Marin County, California","3.25 (2.74, 3.70)","21.67 (19.71, 25.06)","14.21 (13.29, 15.20)"
"Mariposa County, California","2.68 (2.16, 3.18)","23.20 (19.71, 27.54)","19.29 (17.27, 21.33)"
"Mendocino County, California","3.72 (3.07, 4.24)","25.61 (23.03, 30.14)","21.49 (20.00, 22.99)"
"Merced County, California","3.47 (2.86, 3.98)","24.98 (22.47, 29.41)","21.11 (19.68, 22.49)"
"Modoc County, California","3.54 (2.88, 4.19)","25.28 (21.61, 30.52)","23.60 (21.22, 26.24)"
"Mono County, California","2.27 (1.81, 2.68)","16.83 (14.08, 20.08)","15.60 (13.87, 17.52)"
"Monterey County, California","3.44 (2.87, 3.91)","21.14 (19.21, 24.96)","15.53 (14.63, 16.45)"
"Napa County, California","3.53 (2.93, 4.05)","23.20 (20.73, 26.99)","20.63 (19.22, 22.13)"
"Nevada County, California","3.10 (2.57, 3.64)","23.62 (21.13, 27.03)","16.79 (15.55, 18.03)"
"Orange County, California","3.12 (2.68, 3.39)","22.23 (21.02, 25.87)","16.33 (15.71, 16.98)"
"Placer County, California","2.99 (2.48, 3.37)","23.99 (22.02, 27.51)","17.09 (16.16, 18.02)"
"Plumas County, California","4.03 (3.29, 4.74)","27.89 (24.24, 32.58)","22.28 (20.26, 24.42)"
"Riverside County, California","3.09 (2.64, 3.39)","25.37 (23.76, 29.77)","19.83 (19.09, 20.65)"
"Sacramento County, California","3.50 (3.00, 3.86)","25.80 (24.01, 30.14)","20.53 (19.64, 21.44)"
"San Benito County, California","3.40 (2.77, 3.97)","23.01 (20.06, 26.85)","17.60 (15.97, 19.26)"
"San Bernardino County, California","3.63 (3.08, 3.98)","28.58 (26.69, 33.31)","22.07 (21.14, 22.97)"
"San Diego County, California","3.40 (2.89, 3.72)","24.51 (23.05, 28.35)","18.23 (17.51, 19.02)"
"San Francisco County, California","3.50 (3.00, 3.85)","20.29 (18.83, 23.67)","18.51 (17.66, 19.49)"
"San Joaquin County, California","3.85 (3.31, 4.32)","27.60 (25.42, 32.53)","20.79 (19.77, 21.85)"
"San Luis Obispo County, California","3.14 (2.56, 3.60)","24.17 (21.94, 28.06)","17.57 (16.49, 18.65)"
"San Mateo County, California","3.66 (3.03, 4.06)","21.97 (20.36, 25.49)","17.10 (16.19, 17.98)"
"Santa Barbara County, California","3.21 (2.68, 3.64)","22.02 (20.11, 25.60)","16.35 (15.42, 17.36)"
"Santa Clara County, California","3.34 (2.82, 3.66)","20.09 (18.78, 23.26)","16.15 (15.41, 16.92)"
"Santa Cruz County, California","3.84 (3.24, 4.42)","25.95 (23.51, 30.14)","17.75 (16.62, 18.96)"
"Shasta County, California","3.96 (3.29, 4.54)","28.41 (25.84, 32.73)","24.27 (22.69, 25.84)"
"Sierra County, California","3.55 (2.78, 4.37)","24.66 (19.59, 30.51)","19.59 (17.11, 22.21)"
"Siskiyou County, California","4.09 (3.43, 4.69)","28.04 (24.90, 33.34)","22.83 (21.22, 24.53)"
"Solano County, California","3.97 (3.37, 4.46)","26.77 (24.57, 31.33)","22.51 (21.34, 23.83)"
"Sonoma County, California","3.94 (3.35, 4.40)","24.61 (22.64, 28.88)","19.57 (18.55, 20.59)"
"Stanislaus County, California","3.32 (2.78, 3.77)","26.93 (24.79, 31.70)","22.65 (21.50, 23.88)"
"Sutter County, California","3.17 (2.64, 3.67)","22.38 (20.05, 26.05)","16.43 (15.20, 17.53)"
"Tehama County, California","3.55 (2.89, 4.16)","26.36 (23.61, 30.73)","23.41 (21.62, 25.36)"
